continent,country,covid_confirmed_cases,covid_deaths,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age dependency ratio, young","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hepb3 (% of one-year-old children)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)","immunization, pol3 (% of one-year-old children)",Immunization_average,improved sanitation facilities (% of population with access),"improved sanitation facilities, rural (% of rural population with access)","improved sanitation facilities, urban (% of urban population with access)",improved water source (% of population with access),"improved water source, rural (% of rural population with access)","improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"maternal mortality ratio (modeled estimate, per 100,000 live births)",number of under-five deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, rural (% of rural population)","people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 00-04, male (% of male population)",population ages 00-14 (% of total),"population ages 00-14, female (% of total)","population ages 00-14, male (% of total)","population ages 00-14, total","population ages 0-14, female","population ages 0-14, male","population ages 05-09, female (% of female population)","population ages 05-09, male (% of male population)","population ages 10-14, female (% of female population)","population ages 15-19, female (% of female population)","population ages 15-19, male (% of male population)",population ages 15-64 (% of total),"population ages 15-64, female","population ages 15-64, female (% of total)","population ages 15-64, male","population ages 15-64, male (% of total)","population ages 15-64, total","population ages 20-24, female (% of female population)","population ages 20-24, male (% of male population)","population ages 25-29, female (% of female population)","population ages 25-29, male (% of male population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 35-39, male (% of male population)","population ages 40-44, female (% of female population)","population ages 40-44, male (% of male population)","population ages 45-49, female (% of female population)","population ages 45-49, male (% of male population)","population ages 50-54, female (% of female population)","population ages 50-54, male (% of male population)","population ages 55-59, female (% of female population)","population ages 55-59, male (% of male population)","population ages 60-64, female (% of female population)","population ages 60-64, male (% of male population)",population ages 65 and above (% of total),"population ages 65 and above, female","population ages 65 and above, female (% of total)","population ages 65 and above, male","population ages 65 and above, male (% of total)","population ages 65 and above, total","population ages 65-69, female (% of female population)","population ages 65-69, male (% of male population)","population ages 70-74, female (% of female population)","population ages 70-74, male (% of male population)","population ages 75-79, female (% of female population)","population ages 75-79, male (% of male population)","population ages 80 and older, female (% of female population)","population ages 80 and older, male (% of male population)","population ages10-14, male (% of male population)",population growth (annual %),"population, total",rural population (% of total population),rural population growth (annual %),urban population (% of total),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetal products,fat_vegetable oils,fat_vegetables,obesity,undernourished,population,kcal_alcoholic beverages,kcal_animal products,kcal_animal fats,kcal_cereals - excluding beer,kcal_eggs,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_milk - excluding butter,kcal_miscellaneous,kcal_offals,kcal_oilcrops,kcal_pulses,kcal_spices,kcal_starchy roots,kcal_stimulants,kcal_sugar & sweeteners,kcal_treenuts,kcal_vegetal products,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal products,protein_animal fats,protein_cereals - excluding beer,protein_eggs,"protein_fish, seafood",protein_fruits - excluding wine,protein_meat,protein_milk - excluding butter,protein_offals,protein_oilcrops,protein_pulses,protein_spices,protein_starchy roots,protein_stimulants,protein_sugar & sweeteners,protein_treenuts,protein_vegetal products,protein_vegetable oils,protein_vegetables,protein_miscellaneous,gni_category
africa,ghana,142986,1295,4.72E-05,73.04414373,5.873359602,67.17078413,423219,2.3,1480,88,88,88,89,88,88.2,14.9,8.6,20.2,88.7,84,92.6,1.344879206,74,100,319,54061,84,19.1,33.7,6.8,14.40598114,15.19305696,38.81713803,37.79896848,39.8456929,10639736,5206614,5433122,12.42269131,13.07753506,10.97029603,9.836083188,10.38175908,57.78872249,8058591,58.50374682,7781236,57.06640492,15839827,9.13380658,9.567357217,8.234375625,8.198919783,7.467682826,6.922272795,6.337201523,5.795581004,5.19414625,4.833849465,4.259287478,4.015061964,3.349141061,3.155857625,2.712768904,2.429234597,1.979253383,1.76651139,3.394139481,509282,3.697284697,421048,3.087902186,930330,1.489253284,1.404725316,0.965981528,0.865731464,0.689012956,0.499464409,0.55303693,0.317980997,11.57510088,2.300231881,27409893,45.958,0.895805193,54.042,3.510292177,7.6875,0.806,5.6789,0.3472,2.7774,1.2151,3.1618,0.0496,0.4216,0.1736,10.9113,0.3968,1.2771,2.0087,0,0.0868,42.3063,20.4464,0.248,9.7,5.5,31073000,0.3956,2.1263,0.0989,13.8784,0.0659,0.923,5.6865,0.7417,0.2308,0.0494,0.0824,1.6812,1.0219,0.5769,19.6143,0,1.9779,0.0989,47.8655,2.4065,0.4121,0.1509,12.1922,0.0079,16.2272,0.2701,6.6164,2.5417,4.1064,0.5878,0.5957,2.5576,3.2089,1.2073,10.8181,0.0159,0,0.1191,37.8157,0.0159,0.8419,0.0715,low_gni
europe,greece,1210853,20790,0.001920779,56.24728159,33.43153886,22.81574274,51243,5.2,20290,99,96,99,97,99,98,99,98.1,99.2,100,100,100,0.004222041,23700,100,3,489,119,0,0,0,4.621185543,5.123766901,14.60232704,13.8821146,15.35814864,1580517,769406,811111,4.665967133,5.155365527,4.594961929,4.455251212,4.878928992,64.00111478,3484793,62.87484972,3442516,65.18306531,6927309,5.213454158,5.785560756,5.079804644,5.680007498,6.797941616,7.488799699,7.009085386,7.539724188,7.44550979,7.774478225,7.38225936,7.530744117,7.019781626,6.737485756,6.674293086,6.302363873,5.797468842,5.464972202,21.39655818,1288228,23.24303568,1027678,19.45878606,2315906,6.215228308,5.751399067,4.512654365,4.147240246,5.113266047,4.127278296,7.401886959,5.432868446,5.079016211,-0.632536106,10823732,21.993,-2.11738617,78.007,-0.209887775,17.9063,1.6989,1.328,0.7749,0.3245,0.2484,6.6267,0.0298,8.3355,0.1424,1.8413,0.0795,0.0497,0.0431,0.7749,1.881,32.097,25.5332,0.2848,27.4,2.5,10700000,1.0285,11.4771,0.7006,14.4731,0.4919,0.5068,2.2954,4.1586,5.4255,0.164,0.1938,0.8794,0.6707,0.0596,1.5203,0.4919,4.2629,1.0434,38.5303,10.1654,1.4607,0.2376,26.9807,0.0998,14.543,1.2737,2.6995,0.9981,10.9548,11.0689,0.884,0.6036,1.3593,0.0665,1.1121,0.6273,0.0095,0.8887,23.0217,0.0285,2.3193,0.2234,high_gni
north america,grenada,6181,200,0.001872221,50.69971504,10.78915442,39.91056062,961,11.4,8430,92,92,92,99,99,94.8,98,98.3,97.5,96.6,95.3,99,0.066467418,1500,88,27,24,90,1,0.6,1.7,9.102007851,9.497237981,26.48350105,25.90672602,27.05658405,28291,13793,14498,8.660618696,9.047476859,8.144099472,8.955504217,9.260226933,66.35712614,34934,65.6148457,35952,67.09465512,70886,9.601622809,9.713720514,10.55201818,10.82785906,8.46903702,8.948566736,6.331586559,6.51313825,4.787663643,5.510973425,4.186623091,4.36137653,5.516425311,5.143326366,4.203527357,3.814571514,3.010837512,3.00089579,7.159372806,4514,8.478428279,3134,5.848760824,7648,2.27831934,1.994998507,2.045416127,1.423932517,1.812512913,1.2149149,2.342179899,1.2149149,8.511869215,0.446584284,106825,64.409,0.42966967,35.591,0.477202029,23.0842,2.4889,1.4883,1.444,1.2856,2.8436,12.9576,0.1267,4.8195,0.0823,3.3186,0.19,0.8803,0.0697,0.874,0.1393,26.9158,16.8841,0.1077,20.2,11.22675159,113000,1.9979,12.2581,0.7284,13.7565,0.7284,1.1446,3.5588,5.7648,3.8085,0.3538,0.0832,1.1863,1.3111,0.6452,1.1446,0.3122,7.9084,0.0416,37.7523,4.9116,0.6035,0.1204,30.3273,0.0567,12.2414,1.8631,5.9719,1.4452,15.3939,6.5812,0.4605,0.5809,2.6991,0.5667,0.6801,0.1204,0,0.0425,19.6727,0.0283,0.7793,0.3684,mid_gni
north america,guatemala,628359,16107,0.000985566,70.85067193,8.28033528,62.57033665,213426,11.1,3590,74,74,74,99,90,82.2,63.9,49.3,77.5,92.8,86.8,98.4,0.306323594,330,100,88,12858,84,5.3,8.9,1.9,12.26911998,13.32379948,36.62282152,35.19731236,38.11188365,5985230,2938845,3046385,11.59396423,12.56318442,11.33422814,10.64662873,11.36966758,58.53064484,4977460,59.61294807,4588143,57.40008968,9565603,9.483714785,9.937049527,8.204196857,8.328646056,7.469445648,7.233787232,6.248660869,5.704625442,5.098885232,4.406658203,4.111775505,3.409894426,3.338387849,2.746110852,2.697580934,2.261252844,2.313671661,2.002397518,4.846533635,433324,5.189739568,358740,4.488026674,792064,1.847447354,1.63373729,1.28854827,1.154021109,0.947539106,0.841908466,1.106204839,0.85835981,12.22489975,2.023674003,16342897,48.429,1.086502985,51.571,2.91181644,15.4397,1.7622,9.3956,2.6186,0.1482,1.2516,7.0735,0.0247,3.7385,0.0988,3.7879,0.5764,0.1235,0.0247,0.3788,0.9305,34.5603,17.8113,0.2553,18.8,15.2,18066000,0.5887,5.5534,0.3925,23.8619,0.9419,0.0981,1.3736,2.551,1.4914,0.0589,0.0785,1.0793,2.7473,0.0589,0.3532,0.1766,9.3995,0.2159,44.4662,3.748,0.7653,0.0787,15.405,0.0358,23.6119,2.6188,0.5581,0.6583,8.7221,2.9408,0.5366,1.431,6.597,0.0859,0.2504,0.4865,0,0.1002,34.595,0.0143,1.1806,0.093,low_gni
africa,guinea,32051,391,3.10E-05,83.80803921,5.630811247,78.17722797,214921,2.2,470,51,51,51,52,42,49.4,20.1,11.8,34.1,76.8,67.4,92.7,3.462112658,29,100,679,42073,98,15,23.7,0.4,16.12757031,16.32026765,42.53199604,42.3065329,42.7561795,5362685,2659538,2703147,13.98392677,14.0557211,12.19503582,10.61757111,10.78653015,54.40458449,3420135,54.40571027,3439516,54.4034651,6859651,9.078697935,9.230704259,7.635778646,7.73384484,6.34224645,6.394492962,5.20300085,5.217472866,4.241807611,4.223489249,3.524316881,3.482216817,3.041620475,2.946409633,2.594715887,2.4456217,2.125954429,1.94268263,3.063419462,206680,3.287756828,179574,2.8403554,386254,1.398601065,1.25721323,0.988410928,0.857766009,0.575150648,0.473392567,0.325594188,0.251983594,12.38019075,2.677072216,12608590,62.839,1.914536431,37.161,3.979893871,6.0747,0.7557,4.7086,0.3125,0.5014,0.3415,2.8993,0.0363,1.4896,0.1163,6.6633,0.1744,0,0.3343,0.2616,0.0073,43.9253,30.6133,0.7848,6.6,16.5,12560000,0.0894,2.415,0.161,24.8479,0.1073,0.3399,2.5939,1.0376,0.6619,0.0716,0.1073,1.8784,0.7335,0,6.7979,0.0894,2.2182,0,47.585,6.6547,1.61,0.0404,9.2262,0.0162,26.1017,0.4286,2.442,1.3019,4.1077,1.4797,0.7601,3.5417,2.159,0,3.0403,0.2183,0,0,40.7779,0.0081,4.2371,0.1132,low_gni
africa,guinea-bissau,6484,149,8.08E-05,78.44823833,5.653993334,72.79424499,30789,2.2,590,80,80,80,69,78,77.4,20.8,8.5,33.5,79.3,60.3,98.8,2.622019451,38,100,549,5883,60,17.3,32.7,1.6,15.50959546,15.80972146,40.79291882,40.50386241,41.08618241,752354,376210,376144,13.30713536,13.44784271,11.68713159,10.38839394,10.54210814,56.03865913,521061,56.09894221,512474,55.97749863,1033535,9.299706619,9.422610595,8.095712325,8.160349536,6.945872473,6.994647733,5.457755767,5.499617695,4.425053159,4.439759694,3.624364116,3.562643364,3.035340349,2.915019115,2.588646946,2.417258329,2.23809652,2.023484435,3.168422051,31554,3.397195381,26882,2.936318951,58436,1.491346594,1.344729656,1.032702608,0.89273621,0.543374694,0.447951939,0.329771485,0.250901147,11.82861824,2.40417326,1844325,50.668,0.872618922,49.332,4.002011639,10.8323,0.6274,2.8828,0.1509,0.0715,0.2938,8.0527,0.0556,1.8027,0.1271,1.7154,0.0794,0,0.1985,0.2224,3.3116,39.1677,30.3288,0.0794,8.2,28,1927000,0.6881,3.8624,0.1554,28.6127,0.0666,0.0444,1.9534,2.5971,0.8657,0.1332,0.111,0.5771,0.3996,0,4.1065,0.0666,0.6881,1.1543,46.1487,7.5028,0.2664,0.1925,10.5663,0.034,30.7701,0.2718,0.4077,0.9966,6.761,2.1857,0.906,1.2684,1.3364,0,1.88,0.0793,0,1.8913,39.4337,0.0113,0.7928,0.2152,low_gni
south america,guyana,39573,1054,0.001374033,51.0881276,7.564205339,43.52392226,8181,11.2,4090,95,95,95,99,92,95.2,83.7,82,87.9,98.3,98.3,98.2,0.586945693,170,70,229,642,91,0.3,0.4,0,8.575786323,8.926871406,28.80697706,28.61845036,28.99359013,220974,109204,111770,8.273888455,8.453199619,11.76877558,12.44097006,12.37201653,66.18653735,251593,65.93349861,256114,66.43700762,507707,9.401550371,9.437637971,4.901385271,6.128161163,4.83141415,5.569145445,5.751259218,5.304553319,6.521727736,6.151248123,6.922161715,7.182379202,6.268311731,6.310003398,5.363666382,4.912853211,3.531051978,3.069009258,5.006485592,20789,5.448051029,17615,4.569402255,38404,2.381900803,2.136451716,1.50555838,1.098316727,0.937403364,0.862777854,0.623188482,0.471855958,11.6135191,0.416988961,767085,71.447,0.285412726,28.553,0.746986898,22.7418,1.002,2.9072,0.334,1.169,1.503,12.555,0.0911,7.6287,0.0531,9.3518,0.3871,0.8653,0.129,0.9261,0.8805,27.2582,9.0633,1.1538,19.2,8.1,787000,0.5719,9.0121,0.208,21.2998,0.1213,0.8666,2.253,3.6915,4.1075,0.1906,0.0347,2.5303,1.1612,0.5546,1.3345,0.2773,5.5459,0.2253,40.9879,1.8371,3.1889,0.1537,22.1489,0.0114,15.7922,0.2902,4.6153,0.8821,8.5306,8.5249,0.1821,2.0885,2.3902,0.6203,0.7341,0.2959,0,0.1821,27.8511,0.0285,4.456,0.2219,mid_gni
north america,haiti,25985,766,7.15E-05,62.26450509,7.514234224,54.75027087,121193,6.9,820,60,60,60,53,56,57.8,27.6,19.2,33.6,57.7,47.6,64.9,1.106194632,90,100,359,17841,42,19,35,7.7,11.20697792,11.90837732,33.74137236,32.80512483,34.69816073,3614061,1775953,1838108,11.00389848,11.64245552,10.59424842,10.24803067,10.6801195,61.62777247,3361047,62.08473219,3239945,61.16078727,6600992,9.657411966,9.813528165,8.98740128,9.027957372,8.137604147,8.062166843,6.289791813,5.976624101,4.972638583,4.594782141,4.40409373,4.165309088,3.816301217,3.619420918,3.04645022,2.907470841,2.525008566,2.313408296,4.630855171,276645,5.110142981,219369,4.141052006,496014,1.80918771,1.541768808,1.463653417,1.233298008,0.993951395,0.772356818,0.84335046,0.593628372,11.14732789,1.306576618,10711067,41.355,-1.574957746,58.645,3.389669342,12.1462,1.7481,5.7517,0.1353,0.3722,1.6804,7.8944,0.0564,1.8608,0.1353,3.3157,0.8458,0,0.5526,0.3609,0,37.8482,25.1494,0.1241,20.5,49.3,11403000,2.0559,3.7884,0.3234,21.5754,0.0462,0.2079,2.9568,2.079,1.0626,0.0924,0.0924,0.8085,3.8346,0,5.7057,0.2079,4.0425,0,46.2,4.5507,0.3696,0,9.993,0.03,22.5894,0.1302,1.3217,1.2616,6.138,1.6922,0.6809,1.3117,10.3835,0,2.6434,0.8511,0.01,0,40.012,0.01,0.801,0.1402,low_gni
north america,honduras,379402,10433,0.001292003,57.76867708,7.6569308,50.11174628,78429,9.2,2270,85,85,85,87,85,85.4,82.6,77.7,86.7,91.2,83.8,97.4,0.3369169,300,100,129,3333,84,4.8,10.5,0,9.898422866,10.31035476,31.76279805,31.16564639,32.3604137,2564865,1258811,1306054,10.41390924,10.81633078,10.85331428,11.01015623,11.30944741,63.3839377,2572159,63.68151998,2546132,63.0861242,5118291,10.37541055,10.51028231,9.16323397,9.100011348,7.928230511,7.710305498,6.559731901,6.280584406,5.276821706,5.035528085,4.454955042,4.320556041,3.613281975,3.57044987,2.932436896,2.924680659,2.367261205,2.324278573,4.853264248,208128,5.152833628,183776,4.553462099,391904,1.696046989,1.631581269,1.251640837,1.155759147,0.949444653,0.834299233,1.255701149,0.93182245,11.23372817,1.414026656,8075060,45.27,0.112631041,54.73,2.503425525,16.7113,2.6611,8.3159,0.7448,0.1302,0.376,7.8603,0.0651,5.2281,0.0868,0.5857,0.4194,0.0289,0.0217,0.3833,0.1012,33.2924,22.8722,0.1157,19.4,12.9,9864000,0.7052,6.7385,0.6464,23.3301,0.2938,0.0979,1.5475,2.8991,2.7032,0.1567,0.0784,0.1763,2.3898,0.0196,0.2938,0.2351,8.5406,0.0392,43.2517,5.4848,0.3722,0.1091,17.3784,0.0156,23.5193,0.9196,0.6546,0.7481,9.11,6.1253,0.5533,0.2182,6.1877,0.0312,0.1948,0.6858,0,0.039,32.6216,0.0156,0.6858,0.187,low_gni
europe,hungary,1256415,39186,0.003980422,47.87781433,26.34871647,21.52909786,41889,7.3,12990,99,87.34868421,99,99,99,96.66973684,98,98.6,97.8,100,100,100,0.022812915,4400,70,17,518,168,0,0,0,4.356896129,5.08083264,14.55870778,13.51625957,15.70633561,1433259,697269,735990,4.626717463,5.366153151,4.53264598,4.70510391,5.449016333,67.62339367,3359933,65.13086935,3297378,70.36740559,6657311,5.740335598,6.592302273,6.180155603,7.074686652,6.518700628,7.450331655,8.167643205,9.357293378,7.220635,8.125921339,6.497845341,7.146890819,5.700270983,5.886995256,6.917797635,6.61364162,7.482381445,6.670326262,17.81789855,1101539,21.35287108,652577,13.9262588,1754116,5.970382781,4.868505062,5.37406098,3.8559626,4.173148846,2.445689654,5.835278471,2.756101487,5.259349821,-0.22101201,9844686,28.773,-1.793388794,71.227,0.421246651,28.9972,12.3082,1.2735,1.2018,0.1954,0.127,10.0576,0,5.2308,0.0033,0.3583,0.0391,0.1107,0.0391,0.7393,0.0456,21.0012,18.0699,0.2019,28.6,2.5,9767000,3.0432,16.0682,5.28,13.4206,0.8065,0.1978,1.0347,5.9038,3.8649,0.0152,0,0.1978,0.4108,0.1522,1.339,0.426,5.3408,0.0304,33.9318,7.4863,1.0499,0.5289,28.3269,0.5687,15.6506,2.4056,1.035,0.4208,14.4791,9.8157,0.0171,0.2616,1.0009,0.1877,1.1601,0.4777,0,0.0284,21.6731,0.1081,1.8369,0.0171,mid_gni
europe,iceland,27059,37,0.000111842,51.59234209,20.78934345,30.80299864,2209,6.1,49730,92,87.34868421,92,93,92,91.26973684,98.8,100,98.7,100,100,100,0.006866366,14600,49,3,9,90,0,0,0,6.89334266,7.076717974,20.31964787,20.00060825,20.63749849,67222,33022,34200,6.768042334,7.203975276,6.33922326,6.510142636,6.846442855,65.9664567,108082,65.46333749,110150,66.46770088,218232,7.521060795,7.900254515,6.69748487,6.894315841,7.084334418,7.433644407,6.36659469,6.387104593,6.355037864,6.419221912,6.528390256,6.242879651,6.673154709,6.534965459,6.344089292,6.304084353,5.383047961,5.504787299,13.71389542,23999,14.53605426,21369,12.89480063,45369,4.470058697,4.66367713,3.281530367,2.996000485,2.403211581,2.145800509,4.381253612,3.089322506,6.356805236,1.044358627,330823,5.863,-0.565525131,94.137,1.145486418,34.4402,7.1086,4.3005,0.8991,1.6872,0.4975,13.6029,0.1199,11.0046,0.1349,0.8931,0.012,0.1079,0.03,1.5254,0.5005,15.5628,7.4053,0.1678,23.1,2.5,368000,2.0403,22.2911,2.9915,10.7803,0.5928,2.2746,2.2195,7.5958,8.5746,0.4687,0.2619,0.4825,0.0965,0.1654,1.0753,0.9374,5.3212,0.2481,27.7089,3.019,0.8547,0.3794,35.786,0.3298,9.3826,1.2163,9.3968,0.6383,11.7124,12.5102,0.617,0.5142,0.1596,0.1312,0.5674,0.9184,0.0035,0.1773,14.2158,0.0035,0.9787,0.3617,high_gni
asia,india,34861579,481486,0.000367252,52.44887197,8.561696605,43.88717537,11520960,9.3,1590,87,87,45,87,86,78.4,39.6,28.5,62.6,94.1,92.6,97.1,0.452792531,220,100,174,1200998,84,44.4,61.3,9.8,9.278889055,9.582114421,28.78812732,28.262994,29.27613201,377426895,178481406,198945489,9.50418917,9.851552768,9.479915775,9.2477468,9.557559732,65.5957625,414347193,65.61295371,445646397,65.57978678,859993590,8.889643488,9.131631723,8.565298733,8.641807163,7.940979688,7.956372992,6.985845284,6.941897802,6.216026331,6.1460169,5.477784945,5.375091395,4.816958659,4.690855372,4.105558354,3.951231683,3.367111425,3.187322013,5.616110171,38673520,6.124052293,34956522,5.144081215,73630042,2.349660999,2.089677914,1.662221342,1.41451321,1.125716096,0.895631412,0.986453855,0.744258678,9.842464821,1.20929453,1311050527,67.253,0.644375758,32.747,2.37958104,16.0538,7.4859,5.1196,0.7653,0.3783,0.4046,0.9061,0,6.4919,0.0264,3.7386,1.1084,0.8005,0.0792,0.0176,0.5014,33.9462,21.7804,0.3958,3.8,14.5,1400100000,0.2582,5.5622,1.4899,27.652,0.2384,0.2582,1.4303,0.298,3.2578,0,0.0199,0.9734,3.1387,0.5959,1.1124,0.0199,3.5757,0.1986,44.4378,4.3504,1.1323,0.0077,11.2582,0.0306,25.2794,0.7271,1.5537,0.6659,1.0179,7.8142,0.1225,1.1174,7.2096,0.8189,0.8955,0.176,0.0459,0.1837,38.7418,0,2.3343,0,low_gni
asia,indonesia,4262720,144094,0.00055945,48.95607776,7.706583914,41.24949385,2639739,6.5,3440,81,81,81,69,82,78.8,60.8,47.5,72.3,87.4,79.5,94.2,0.314212198,320,100,126,147162,90,20.4,28.9,13.1,9.51523436,9.789555584,27.69238722,27.15663485,28.2206543,71325569,34726801,36598768,8.711793124,9.086012579,8.929607366,8.741455468,9.067289164,67.13388369,85774502,67.07634343,87138090,67.19062003,172912592,8.095378477,8.216465627,7.869324217,7.644096022,8.393588611,8.231787799,7.735823728,7.703221825,7.153219977,7.208256525,6.368148891,6.372221571,5.395402932,5.306054084,4.329318067,4.326592464,2.994683065,3.114634946,5.173729081,7374633,5.767021717,5951021,4.588725674,13325654,2.210206305,1.940628546,1.609153422,1.338919268,1.116552531,0.795553145,0.831109459,0.513624716,9.345086136,1.214438403,257563815,46.258,-0.370495991,53.742,2.59906836,9.1722,0.7049,6.6871,1.4549,2.5122,0.7139,3.6237,0,0.7049,0.1627,7.3649,0.0452,0.3886,0.3072,0.497,0.3976,40.8368,24.0918,0.2711,6.9,8.3,271739000,0.0346,3.372,0.121,31.9557,0.3977,1.4698,1.4179,0.9165,0.3631,0,0.1038,1.833,0.1729,0.2594,2.4728,0.1383,3.4584,0.0865,46.6367,4.0809,0.709,0.0073,16.164,0.0219,27.3237,1.2821,10.1617,0.743,2.921,1.0854,0.692,2.3529,0.4953,0.3351,0.7503,0.4006,0.0219,0.102,33.836,0,1.2966,0.0073,low_gni
asia,iran,6194401,131606,0.001663598,40.19461907,7.095410485,33.09920859,645387,10.1,13410.2027,98,98,98,99,98,98.2,90,82.3,92.8,96.2,92.1,97.7,0.049941708,2000,67,25,21010,270,0,0,0,8.562170918,8.767637227,23.60947147,23.27511765,23.93911546,18677281,9141086,9536195,8.034710943,8.133040219,6.678235793,6.622152988,7.224509618,71.32941383,28207696,71.82269625,28220484,70.84307995,56428180,8.884248564,9.031376319,11.99613129,11.16369637,12.10053096,10.7779697,8.810171699,8.22950515,6.07455759,6.637717062,5.284153132,5.973151586,4.781343008,4.858772901,4.030499004,3.869454459,3.238908012,3.076926785,5.061114707,1925288,4.902186099,2078523,5.217804594,4003811,1.898751517,1.83229898,1.205938167,1.345847324,0.910371652,1.073610722,0.887124762,0.966047568,7.038438013,1.228136383,79109272,26.625,-0.706085611,73.375,1.939346895,16.9273,6.0372,5.5867,1.3259,0.6114,0.6243,6.1724,0,2.6389,0.1416,0.4055,0.2961,0.2124,0.1738,0.0451,4.9044,33.0759,20.2935,0.5278,25.5,4.9,84150000,0,5.8494,1.3782,26.2179,0.4647,0.3686,2.8526,2.3077,1.2179,0,0.0962,0.1122,1.0897,0.1282,1.6346,0.0481,4.5513,1.2821,44.1506,4.4712,1.7788,0,14.4317,0.2626,26.42,1.2388,1.9124,1.2274,7.6383,2.8201,0.5537,0.1313,2.4034,0.177,0.9248,0.3311,0.0057,1.3701,35.5712,0.0057,2.5746,0,high_gni
asia,iraq,2093740,24158,0.000663255,78.69586062,5.461367662,73.23449296,581056,9.3,5550,58,56,58,57,63,58.4,85.6,83.8,86.4,86.6,70.1,93.8,0.240564754,420,100,50,38682,72,0,0,0,15.47420948,15.96893569,40.98275847,40.31486425,41.63433083,14927312,7251200,7676112,13.42644767,13.88233006,11.4142071,10.32561347,10.61408278,55.96100528,10125000,56.2924758,10257898,55.63763517,20382898,8.979269802,9.186272782,7.838292205,8.043048489,6.769224423,6.901787641,5.96577373,5.979532328,5.086404642,4.947367456,4.191129106,3.86493404,2.887606637,2.490180467,2.159624001,1.833825578,2.089537783,1.776603616,3.056236246,610218,3.39265995,502967,2.728033994,1113185,1.173685611,1.049309765,0.993377336,0.832923966,0.668737933,0.498867032,0.55685907,0.346933231,11.78306509,3.208518261,36423395,30.529,2.848852597,69.471,3.366983237,11.1327,3.8118,6.2761,1.9023,0.1441,0.2306,3.5164,0.0432,1.7366,0.0288,0.9584,0.1369,0.0576,0.0288,0.7278,0.6341,38.8673,29.6152,0.1513,27.4,29,39725000,0.0997,4.1476,0.9372,29.7308,0.7378,0.1196,1.5753,1.4756,0.8774,0.1196,0.0199,0.2991,0.6979,0.0399,0.339,0.2592,4.7059,0.1994,45.8225,7.2383,0.5583,0.0083,11.1909,0.033,33.7215,2.2877,0.7433,0.7763,5.7648,2.2547,0.1074,0.3799,1.8996,0.0496,0.223,0.3469,0,0.2065,38.8173,0.0165,0.9911,0.1817,mid_gni
europe,ireland,788559,5912,0.001273945,53.65716532,20.18977759,33.46738773,32409,4.4,46680,95,95,95,93,95,94.6,90.5,92.9,89.1,97.9,97.8,97.9,0.016369338,6100,35,8,244,182,9.441721854,14.75231788,2.777124183,7.269729446,7.809419866,21.78056144,21.05053382,22.51316933,1010771,489308,521463,7.310779231,7.842709084,6.470025141,5.588604512,5.906165428,65.07993554,1507124,64.83800665,1513043,65.32271953,3020167,5.261441137,5.551308343,6.279807935,6.284953145,7.871423899,7.644084839,8.193732839,8.13735499,7.82075041,7.927107295,6.562557487,6.657373605,6.442261179,6.495115373,5.573743127,5.522719785,5.243684124,5.196536725,13.13950301,328013,14.11145953,281752,12.16411115,609765,4.612948226,4.501010001,3.400233694,3.198371691,2.599549985,2.242855745,3.498727627,2.221873709,6.861040376,0.50719881,4640703,36.759,-0.275957846,63.241,0.965245306,27.1689,8.6472,2.7091,0.9231,0.9372,0.2829,10.0477,0.0283,6.5464,0.0707,0.863,0.0389,0.0707,0.0531,1.5137,0.8417,22.8329,16.1839,0.2405,26.9,2.5,5003000,3.2284,14.0167,2.9997,14.4471,0.4977,0.7398,1.8832,5.0982,4.5601,0.0807,0.1211,0.3901,0.3228,0.0807,1.7487,0.7129,6.0533,0.3497,35.9833,5.4479,1.2376,0.7787,28.5256,0.3115,14.0504,1.4017,3.2849,0.8543,13.5407,9.6847,0.3021,0.5569,0.7363,0.0991,1.364,0.59,0.0047,0.3351,21.4791,0.0425,1.9681,0.0897,high_gni
